index,protID,geneID,geneName
2857,9606.ENSP00000269033,ENSG00000141298,SSH2
2858,9606.ENSP00000269095,ENSG00000108852,MPP2
2859,9606.ENSP00000269097,ENSG00000141349,G6PC3
2860,9606.ENSP00000269122,ENSG00000141367,CLTC
2861,9606.ENSP00000269141,ENSG00000170558,CDH2
2862,9606.ENSP00000269142,ENSG00000141384,TAF4B
2863,9606.ENSP00000269143,ENSG00000141385,AFG3L2
2864,9606.ENSP00000269159,ENSG00000141401,IMPA2
2865,9606.ENSP00000269195,ENSG00000141429,GALNT1
2866,9606.ENSP00000269202,ENSG00000141434,MEP1B
2867,9606.ENSP00000269209,ENSG00000141441,GAREM1
2868,9606.ENSP00000269214,ENSG00000141446,ESCO1
2869,9606.ENSP00000269216,ENSG00000141448,GATA6
2870,9606.ENSP00000269228,ENSG00000141458,NPC1
2871,9606.ENSP00000269243,ENSG00000133026,MYH10
2872,9606.ENSP00000269260,ENSG00000141480,ARRB2
2873,9606.ENSP00000269298,ENSG00000141504,SAT2
2874,9606.ENSP00000269299,ENSG00000141505,ASGR1
2875,9606.ENSP00000269305,ENSG00000141510,TP53
2876,9606.ENSP00000269321,ENSG00000141522,ARHGDIA
2877,9606.ENSP00000269346,ENSG00000141540,TTYH2
2878,9606.ENSP00000269349,ENSG00000141543,EIF4A3
2879,9606.ENSP00000269373,ENSG00000141560,FN3KRP
2880,9606.ENSP00000269383,ENSG00000141569,TRIM65
2881,9606.ENSP00000269385,ENSG00000141570,CBX8
2882,9606.ENSP00000269389,ENSG00000141574,SECTM1
2883,9606.ENSP00000269397,ENSG00000141582,CBX4
2884,9606.ENSP00000269554,,
2885,9606.ENSP00000269571,ENSG00000141736,ERBB2
2886,9606.ENSP00000269576,ENSG00000186395,KRT10
2887,9606.ENSP00000269582,ENSG00000141744,PNMT
2888,9606.ENSP00000269593,ENSG00000141753,IGFBP4
2889,9606.ENSP00000269601,ENSG00000141759,TXNL4A
2890,9606.ENSP00000269701,ENSG00000105127,AKAP8
2891,9606.ENSP00000269844,ENSG00000141956,PRDM15
2892,9606.ENSP00000269848,ENSG00000141959,PFKL
2893,9606.ENSP00000269856,ENSG00000141965,FEM1A
2894,9606.ENSP00000269886,ENSG00000141985,SH3GL1
2895,9606.ENSP00000269973,ENSG00000124459,ZNF45
2896,9606.ENSP00000269980,ENSG00000248098,BCKDHA
2897,9606.ENSP00000270061,ENSG00000130511,SSBP4
2898,9606.ENSP00000270066,ENSG00000105771,SMG9
2899,9606.ENSP00000270112,ENSG00000142149,HUNK
2900,9606.ENSP00000270139,ENSG00000142166,IFNAR1
2901,9606.ENSP00000270142,ENSG00000142168,SOD1
2902,9606.ENSP00000270162,ENSG00000142178,SIK1
2903,9606.ENSP00000270172,ENSG00000142182,DNMT3L
2904,9606.ENSP00000270176,ENSG00000142186,SCYL1
2905,9606.ENSP00000270202,ENSG00000142208,AKT1
2906,9606.ENSP00000270223,ENSG00000185800,DMWD
2907,9606.ENSP00000270225,ENSG00000142230,SAE1
2908,9606.ENSP00000270233,ENSG00000187244,BCAM
2909,9606.ENSP00000270257,ENSG00000142252,GEMIN7
2910,9606.ENSP00000270279,ENSG00000142273,CBLC
2911,9606.ENSP00000270288,,
2912,9606.ENSP00000270310,ENSG00000221946,FXYD7
2913,9606.ENSP00000270349,ENSG00000142319,SLC6A3
2914,9606.ENSP00000270452,ENSG00000186818,LILRB4
2915,9606.ENSP00000270458,ENSG00000142408,CACNG8
2916,9606.ENSP00000270474,,
2917,9606.ENSP00000270502,ENSG00000142444,TIMM29
2918,9606.ENSP00000270517,ENSG00000130159,ECSIT
2919,9606.ENSP00000270538,ENSG00000104980,TIMM44
2920,9606.ENSP00000270586,ENSG00000142507,PSMB6
2921,9606.ENSP00000270593,ENSG00000142513,ACP4
2922,9606.ENSP00000270617,ENSG00000142528,ZNF473
2923,9606.ENSP00000270625,ENSG00000142534,RPS11
2924,9606.ENSP00000270631,ENSG00000142538,PTH2
2925,9606.ENSP00000270708,ENSG00000116213,WRAP73
2926,9606.ENSP00000270722,ENSG00000142611,PRDM16
2927,9606.ENSP00000270747,ENSG00000142632,ARHGEF19
2928,9606.ENSP00000270776,ENSG00000142657,PGD
2929,9606.ENSP00000270792,ENSG00000142669,SH3BGRL3
2930,9606.ENSP00000270800,ENSG00000142677,IL22RA1
2931,9606.ENSP00000270861,ENSG00000142731,PLK4
2932,9606.ENSP00000270879,ENSG00000142748,FCN3
2933,9606.ENSP00000271015,,
2934,9606.ENSP00000271139,ENSG00000142961,MOB3C
2935,9606.ENSP00000271227,ENSG00000143036,SLC44A3
2936,9606.ENSP00000271234,ENSG00000137942,FNBP1L
2937,9606.ENSP00000271277,ENSG00000143079,CTTNBP2NL
2938,9606.ENSP00000271308,ENSG00000143106,PSMA5
2939,9606.ENSP00000271324,ENSG00000143119,CD53
2940,9606.ENSP00000271331,ENSG00000143125,PROK1
2941,9606.ENSP00000271348,,
2942,9606.ENSP00000271373,ENSG00000143158,MPC2
2943,9606.ENSP00000271375,ENSG00000213064,SFT2D2
2944,9606.ENSP00000271450,ENSG00000143226,FCGR2A
2945,9606.ENSP00000271452,ENSG00000143228,NUF2
2946,9606.ENSP00000271526,ENSG00000143294,PRCC
2947,9606.ENSP00000271555,ENSG00000116604,MEF2D
2948,9606.ENSP00000271588,ENSG00000143341,HMCN1
2949,9606.ENSP00000271620,ENSG00000143363,PRUNE1
2950,9606.ENSP00000271628,ENSG00000143368,SF3B4
2951,9606.ENSP00000271636,ENSG00000143375,CGN
2952,9606.ENSP00000271638,ENSG00000163191,S100A11
2953,9606.ENSP00000271640,ENSG00000143379,SETDB1
2954,9606.ENSP00000271643,ENSG00000143382,ADAMTSL4
2955,9606.ENSP00000271651,ENSG00000143387,CTSK
2956,9606.ENSP00000271657,,
2957,9606.ENSP00000271688,ENSG00000143418,CERS2
2958,9606.ENSP00000271715,ENSG00000143442,POGZ
2959,9606.ENSP00000271732,ENSG00000143457,GOLPH3L
2960,9606.ENSP00000271751,ENSG00000143473,KCNH1
2961,9606.ENSP00000271889,ENSG00000143578,CREB3L4
2962,9606.ENSP00000271915,ENSG00000143603,KCNN3
2963,9606.ENSP00000272065,ENSG00000143727,ACP1
2964,9606.ENSP00000272102,ENSG00000143761,ARF1
2965,9606.ENSP00000272117,ENSG00000143772,ITPKB
2966,9606.ENSP00000272133,ENSG00000143786,CNIH3
2967,9606.ENSP00000272134,ENSG00000243709,LEFTY1
2968,9606.ENSP00000272163,ENSG00000143815,LBR
2969,9606.ENSP00000272164,ENSG00000143816,WNT9A
2970,9606.ENSP00000272167,ENSG00000143819,EPHX1
2971,9606.ENSP00000272190,ENSG00000143839,REN
2972,9606.ENSP00000272198,ENSG00000143847,PPFIA4
2973,9606.ENSP00000272217,ENSG00000143862,ARL8A
2974,9606.ENSP00000272223,ENSG00000143867,OSR1
2975,9606.ENSP00000272224,ENSG00000143869,GDF7
2976,9606.ENSP00000272227,ENSG00000143870,PDIA6
2977,9606.ENSP00000272233,ENSG00000143878,RHOB
2978,9606.ENSP00000272238,ENSG00000143882,ATP6V1C2
2979,9606.ENSP00000272252,ENSG00000143891,GALM
2980,9606.ENSP00000272298,ENSG00000143933,CALM2
2981,9606.ENSP00000272317,ENSG00000143947,RPS27A
2982,9606.ENSP00000272322,ENSG00000143952,VPS54
2983,9606.ENSP00000272348,ENSG00000143977,SNRPG
2984,9606.ENSP00000272369,ENSG00000143995,MEIS1
2985,9606.ENSP00000272418,ENSG00000144029,MRPS5
2986,9606.ENSP00000272424,ENSG00000144034,TPRKB
2987,9606.ENSP00000272427,ENSG00000144036,EXOC6B
2988,9606.ENSP00000272430,ENSG00000114993,RTKN
2989,9606.ENSP00000272462,ENSG00000144063,MALL
2990,9606.ENSP00000272519,ENSG00000144118,RALB
2991,9606.ENSP00000272521,ENSG00000144120,TMEM177
2992,9606.ENSP00000272542,ENSG00000144136,SLC20A1
2993,9606.ENSP00000272602,ENSG00000144191,CNGA3
2994,9606.ENSP00000272638,ENSG00000144224,UBXN4
2995,9606.ENSP00000272644,ENSG00000144230,GPR17
2996,9606.ENSP00000272645,ENSG00000144231,POLR2D
2997,9606.ENSP00000272771,ENSG00000144339,TMEFF2
2998,9606.ENSP00000272797,ENSG00000213160,KLHL23
2999,9606.ENSP00000272847,ENSG00000144407,PTH2R
3000,9606.ENSP00000272895,ENSG00000144452,ABCA12
3001,9606.ENSP00000272902,ENSG00000144455,SUMF1
3002,9606.ENSP00000272928,ENSG00000144476,ACKR3
3003,9606.ENSP00000272930,ENSG00000184182,UBE2F
3004,9606.ENSP00000272937,ENSG00000144485,HES6
3005,9606.ENSP00000272995,ENSG00000144524,COPS7B
3006,9606.ENSP00000273047,ENSG00000144566,RAB5A
3007,9606.ENSP00000273062,ENSG00000144579,CTDSP1
3008,9606.ENSP00000273063,ENSG00000114923,SLC4A3
3009,9606.ENSP00000273064,ENSG00000144580,CNOT9
3010,9606.ENSP00000273067,ENSG00000144583,38047
3011,9606.ENSP00000273075,ENSG00000123992,DNPEP
3012,9606.ENSP00000273130,ENSG00000144635,DYNC1LI1
3013,9606.ENSP00000273145,,
3014,9606.ENSP00000273179,ENSG00000144677,CTDSPL
3015,9606.ENSP00000273221,ENSG00000144711,IQSEC1
3016,9606.ENSP00000273258,ENSG00000144746,ARL6IP5
3017,9606.ENSP00000273261,ENSG00000144749,LRIG1
3018,9606.ENSP00000273308,ENSG00000257727,CNPY2
3019,9606.ENSP00000273317,ENSG00000144791,LIMD1
3020,9606.ENSP00000273320,ENSG00000196345,ZKSCAN7
3021,9606.ENSP00000273353,ENSG00000144821,MYH15
3022,9606.ENSP00000273371,ENSG00000144837,PLA1A
3023,9606.ENSP00000273375,ENSG00000144840,RABL3
3024,9606.ENSP00000273390,ENSG00000183833,MAATS1
3025,9606.ENSP00000273398,ENSG00000114573,ATP6V1A
3026,9606.ENSP00000273430,ENSG00000144891,AGTR1
3027,9606.ENSP00000273480,ENSG00000114125,RNF7
3028,9606.ENSP00000273482,ENSG00000144935,TRPC1
3029,9606.ENSP00000273541,ENSG00000240682,ISY1
3030,9606.ENSP00000273550,ENSG00000167996,FTH1
3031,9606.ENSP00000273588,ENSG00000145020,AMT
3032,9606.ENSP00000273610,ENSG00000145040,UCN2
3033,9606.ENSP00000273668,ENSG00000145088,EAF2
3034,9606.ENSP00000273783,ENSG00000145191,EIF2B5
3035,9606.ENSP00000273814,ENSG00000145214,DGKQ
3036,9606.ENSP00000273853,ENSG00000145241,CENPC
3037,9606.ENSP00000273854,ENSG00000145242,EPHA5
3038,9606.ENSP00000273857,ENSG00000145244,CORIN
3039,9606.ENSP00000273920,ENSG00000145293,ENOPH1
3040,9606.ENSP00000273963,ENSG00000145332,KLHL8
3041,9606.ENSP00000273968,ENSG00000145337,PYURF
3042,9606.ENSP00000273986,ENSG00000145354,CISD2
3043,9606.ENSP00000274000,ENSG00000138660,AP1AR
3044,9606.ENSP00000274008,ENSG00000145375,SPATA5
3045,9606.ENSP00000274026,ENSG00000145386,CCNA2
3046,9606.ENSP00000274030,ENSG00000145390,USP53
3047,9606.ENSP00000274031,ENSG00000145391,SETD7
3048,9606.ENSP00000274054,ENSG00000145414,NAF1
3049,9606.ENSP00000274056,ENSG00000145416,36951
3050,9606.ENSP00000274063,ENSG00000145423,SFRP2
3051,9606.ENSP00000274093,ENSG00000145451,GLRA3
3052,9606.ENSP00000274134,ENSG00000145491,ROPN1L
3053,9606.ENSP00000274137,ENSG00000145494,NDUFS6
3054,9606.ENSP00000274140,ENSG00000145495,38777
3055,9606.ENSP00000274170,ENSG00000145526,CDH18
3056,9606.ENSP00000274192,ENSG00000145545,SRD5A1
3057,9606.ENSP00000274242,ENSG00000145592,RPL37
3058,9606.ENSP00000274255,ENSG00000145604,SKP2
3059,9606.ENSP00000274276,ENSG00000145623,OSMR
3060,9606.ENSP00000274289,ENSG00000145632,PLK2
3061,9606.ENSP00000274306,ENSG00000145649,GZMA
3062,9606.ENSP00000274311,ENSG00000152684,PELO
3063,9606.ENSP00000274335,,
3064,9606.ENSP00000274341,ENSG00000145681,HAPLN1
3065,9606.ENSP00000274353,ENSG00000145692,BHMT
3066,9606.ENSP00000274364,ENSG00000145703,IQGAP2
3067,9606.ENSP00000274368,ENSG00000145708,CRHBP
3068,9606.ENSP00000274376,ENSG00000145715,RASA1
3069,9606.ENSP00000274400,ENSG00000145736,GTF2H2
3070,9606.ENSP00000274457,ENSG00000145780,FEM1C
3071,9606.ENSP00000274458,ENSG00000145781,COMMD10
3072,9606.ENSP00000274473,ENSG00000145794,MEGF10
3073,9606.ENSP00000274496,ENSG00000145817,YIPF5
3074,9606.ENSP00000274498,ENSG00000145819,ARHGAP26
3075,9606.ENSP00000274507,ENSG00000145826,LECT2
3076,9606.ENSP00000274520,ENSG00000145839,IL9
3077,9606.ENSP00000274532,ENSG00000145850,TIMD4
3078,9606.ENSP00000274545,ENSG00000145863,GABRA6
3079,9606.ENSP00000274547,ENSG00000145864,GABRB2
3080,9606.ENSP00000274565,ENSG00000145879,SPINK7
3081,9606.ENSP00000274605,ENSG00000145911,N4BP3
3082,9606.ENSP00000274606,ENSG00000145912,NHP2
3083,9606.ENSP00000274625,ENSG00000156427,FGF18
3084,9606.ENSP00000274629,ENSG00000145936,KCNMB1
3085,9606.ENSP00000274643,ENSG00000145949,MYLK4
3086,9606.ENSP00000274680,ENSG00000145982,FARS2
3087,9606.ENSP00000274695,ENSG00000145996,CDKAL1
3088,9606.ENSP00000274721,ENSG00000146013,GFRA3
3089,9606.ENSP00000274764,ENSG00000146047,HIST1H2BA
3090,9606.ENSP00000274773,ENSG00000146054,TRIM7
3091,9606.ENSP00000274793,ENSG00000146070,PLA2G7
3092,9606.ENSP00000274813,ENSG00000146085,MUT
3093,9606.ENSP00000274867,ENSG00000146122,DAAM2
3094,9606.ENSP00000274963,ENSG00000146192,FGD2
3095,9606.ENSP00000275015,ENSG00000146232,NFKBIE
3096,9606.ENSP00000275016,ENSG00000146233,CYP39A1
3097,9606.ENSP00000275034,ENSG00000146247,PHIP
3098,9606.ENSP00000275053,ENSG00000146263,MMS22L
3099,9606.ENSP00000275072,ENSG00000146281,PM20D2
3100,9606.ENSP00000275189,,
3101,9606.ENSP00000275216,ENSG00000146399,TAAR1
3102,9606.ENSP00000275233,ENSG00000146414,SHPRH
3103,9606.ENSP00000275300,ENSG00000146477,SLC22A3
3104,9606.ENSP00000275364,ENSG00000146535,GNA12
3105,9606.ENSP00000275423,ENSG00000146587,RBAK
3106,9606.ENSP00000275428,ENSG00000006625,GGCT
3107,9606.ENSP00000275493,ENSG00000146648,EGFR
3108,9606.ENSP00000275517,ENSG00000146670,CDCA5
3109,9606.ENSP00000275525,ENSG00000146678,IGFBP1
3110,9606.ENSP00000275603,ENSG00000146731,CCT6A
3111,9606.ENSP00000275605,ENSG00000146733,PSPH
3112,9606.ENSP00000275730,ENSG00000146828,SLC12A9
3113,9606.ENSP00000275732,ENSG00000146830,GIGYF1
3114,9606.ENSP00000275780,ENSG00000146872,TLK2
3115,9606.ENSP00000275815,ENSG00000146904,EPHA1
3116,9606.ENSP00000275857,ENSG00000146938,NLGN4X
3117,9606.ENSP00000276052,ENSG00000102225,CDK16
3118,9606.ENSP00000276055,ENSG00000147119,CHST7
3119,9606.ENSP00000276062,ENSG00000147123,NDUFB11
3120,9606.ENSP00000276072,ENSG00000147133,TAF1
3121,9606.ENSP00000276079,ENSG00000147140,NONO
3122,9606.ENSP00000276198,ENSG00000147246,HTR2C
3123,9606.ENSP00000276201,ENSG00000125351,UPF3B
3124,9606.ENSP00000276202,ENSG00000147251,DOCK11
3125,9606.ENSP00000276211,ENSG00000147256,ARHGAP36
3126,9606.ENSP00000276218,ENSG00000147262,GPR119
3127,9606.ENSP00000276297,ENSG00000164741,DLC1
3128,9606.ENSP00000276326,ENSG00000147364,FBXO25
3129,9606.ENSP00000276344,ENSG00000147381,MAGEA4
3130,9606.ENSP00000276390,ENSG00000147416,ATP6V1B2
3131,9606.ENSP00000276410,ENSG00000147434,CHRNA6
3132,9606.ENSP00000276414,ENSG00000147437,GNRH1
3133,9606.ENSP00000276420,ENSG00000147443,DOK2
3134,9606.ENSP00000276431,ENSG00000120889,TNFRSF10B
3135,9606.ENSP00000276440,ENSG00000147459,DOCK5
3136,9606.ENSP00000276449,ENSG00000147465,STAR
3137,9606.ENSP00000276461,ENSG00000147475,ERLIN2
3138,9606.ENSP00000276533,ENSG00000147536,GINS4
3139,9606.ENSP00000276571,ENSG00000147571,CRH
3140,9606.ENSP00000276585,ENSG00000147586,MRPS28
3141,9606.ENSP00000276590,ENSG00000147592,LACTB2
3142,9606.ENSP00000276594,ENSG00000147596,PRDM14
3143,9606.ENSP00000276603,ENSG00000147601,TERF1
3144,9606.ENSP00000276646,ENSG00000147642,SYBU
3145,9606.ENSP00000276651,ENSG00000147647,DPYS
3146,9606.ENSP00000276659,ENSG00000147655,RSPO2
3147,9606.ENSP00000276689,ENSG00000147684,NDUFB9
3148,9606.ENSP00000276893,ENSG00000147854,UHRF2
3149,9606.ENSP00000276914,ENSG00000147872,PLIN2
3150,9606.ENSP00000276925,ENSG00000147883,CDKN2B
3151,9606.ENSP00000276927,ENSG00000197919,IFNA1
3152,9606.ENSP00000276943,ENSG00000147896,IFNK
3153,9606.ENSP00000277010,ENSG00000147955,SIGMAR1
3154,9606.ENSP00000277120,ENSG00000148053,NTRK2
3155,9606.ENSP00000277165,ENSG00000048828,FAM120A
3156,9606.ENSP00000277216,ENSG00000148136,OR13C4
3157,9606.ENSP00000277309,ENSG00000165204,OR1K1
3158,9606.ENSP00000277458,ENSG00000148331,ASB6
3159,9606.ENSP00000277480,ENSG00000148346,LCN2
3160,9606.ENSP00000277517,ENSG00000148377,IDI2
3161,9606.ENSP00000277541,ENSG00000148400,NOTCH1
3162,9606.ENSP00000277575,ENSG00000148429,USP6NL
3163,9606.ENSP00000277632,ENSG00000148481,MINDY3
3164,9606.ENSP00000277746,ENSG00000148572,NRBF2
3165,9606.ENSP00000277865,ENSG00000148672,GLUD1
3166,9606.ENSP00000277942,ENSG00000148734,NPFFR1
3167,9606.ENSP00000278070,ENSG00000148840,PPRC1
3168,9606.ENSP00000278071,ENSG00000148841,ITPRIP
3169,9606.ENSP00000278174,ENSG00000148925,BTBD10
3170,9606.ENSP00000278175,ENSG00000148926,ADM
3171,9606.ENSP00000278187,ENSG00000148935,GAS2
3172,9606.ENSP00000278193,ENSG00000148943,LIN7C
3173,9606.ENSP00000278198,ENSG00000148948,LRRC4C
3174,9606.ENSP00000278282,ENSG00000149021,SCGB1A1
3175,9606.ENSP00000278317,ENSG00000130595,TNNT3
3176,9606.ENSP00000278353,ENSG00000149084,HSD17B12
3177,9606.ENSP00000278379,ENSG00000110436,SLC1A2
3178,9606.ENSP00000278407,ENSG00000149131,SERPING1
3179,9606.ENSP00000278409,ENSG00000149133,OR5F1
3180,9606.ENSP00000278412,ENSG00000149136,SSRP1
3181,9606.ENSP00000278422,ENSG00000213593,TMX2
3182,9606.ENSP00000278568,ENSG00000149269,PAK1
3183,9606.ENSP00000278612,ENSG00000149308,NPAT
3184,9606.ENSP00000278616,ENSG00000149311,ATM
3185,9606.ENSP00000278618,ENSG00000149313,AASDHPPT
3186,9606.ENSP00000278671,ENSG00000149357,LAMTOR1
3187,9606.ENSP00000278742,ENSG00000149418,ST14
3188,9606.ENSP00000278816,,
3189,9606.ENSP00000278823,ENSG00000149480,MTA2
3190,9606.ENSP00000278840,ENSG00000134824,FADS2
3191,9606.ENSP00000278853,ENSG00000149506,ZP1
3192,9606.ENSP00000278856,ENSG00000133316,WDR74
3193,9606.ENSP00000278886,ENSG00000101004,NINL
3194,9606.ENSP00000278888,ENSG00000149534,MS4A2
3195,9606.ENSP00000278903,ENSG00000149547,EI24
3196,9606.ENSP00000278919,ENSG00000149557,FEZ1
3197,9606.ENSP00000278927,ENSG00000149564,ESAM
3198,9606.ENSP00000278935,ENSG00000110274,CEP164
3199,9606.ENSP00000278947,ENSG00000149575,SCN2B
3200,9606.ENSP00000278968,ENSG00000149591,TAGLN
3201,9606.ENSP00000278980,ENSG00000149600,COMMD7
3202,9606.ENSP00000279022,ENSG00000101335,MYL9
3203,9606.ENSP00000279036,ENSG00000124155,PIGT
3204,9606.ENSP00000279068,ENSG00000149657,LSM14B
3205,9606.ENSP00000279101,ENSG00000149679,CABLES2
3206,9606.ENSP00000279146,ENSG00000110711,AIP
3207,9606.ENSP00000279147,ENSG00000149716,ORAOV1
3208,9606.ENSP00000279178,ENSG00000149742,SLC22A9
3209,9606.ENSP00000279206,ENSG00000149761,NUDT22
3210,9606.ENSP00000279227,ENSG00000149781,FERMT3
3211,9606.ENSP00000279230,ENSG00000149782,PLCB3
3212,9606.ENSP00000279242,ENSG00000149792,MRPL49
3213,9606.ENSP00000279247,ENSG00000014216,CAPN1
3214,9606.ENSP00000279249,ENSG00000149798,CDC42EP2
3215,9606.ENSP00000279263,ENSG00000149809,TM7SF2
3216,9606.ENSP00000279281,ENSG00000149823,VPS51
3217,9606.ENSP00000279386,ENSG00000149922,TBX6
3218,9606.ENSP00000279387,ENSG00000149923,PPP4C
3219,9606.ENSP00000279392,ENSG00000149929,HIRIP3
3220,9606.ENSP00000279441,ENSG00000166670,MMP10
3221,9606.ENSP00000279463,ENSG00000149972,CNTN5
3222,9606.ENSP00000279477,ENSG00000101307,SIRPB1
3223,9606.ENSP00000279488,ENSG00000139318,DUSP6
3224,9606.ENSP00000279575,ENSG00000230657,PRB4
3225,9606.ENSP00000279593,,
3226,9606.ENSP00000279791,ENSG00000150269,OR5M9
3227,9606.ENSP00000279804,ENSG00000150281,CTF1
3228,9606.ENSP00000280097,ENSG00000150540,HNMT
3229,9606.ENSP00000280098,ENSG00000144228,SPOPL
3230,9606.ENSP00000280154,ENSG00000150593,PDCD4
3231,9606.ENSP00000280155,ENSG00000150594,ADRA2A
3232,9606.ENSP00000280193,,
3233,9606.ENSP00000280200,ENSG00000150637,CD226
3234,9606.ENSP00000280236,ENSG00000150667,FSIP1
3235,9606.ENSP00000280326,ENSG00000150753,CCT5
3236,9606.ENSP00000280333,ENSG00000150760,DOCK1
3237,9606.ENSP00000280346,ENSG00000150768,DLAT
3238,9606.ENSP00000280357,ENSG00000150782,IL18
3239,9606.ENSP00000280358,ENSG00000150783,TEX12
3240,9606.ENSP00000280362,ENSG00000150787,PTS
3241,9606.ENSP00000280551,ENSG00000150961,SEC24D
3242,9606.ENSP00000280557,ENSG00000139726,DENR
3243,9606.ENSP00000280605,ENSG00000151005,TKTL2
3244,9606.ENSP00000280612,ENSG00000151012,SLC7A11
3245,9606.ENSP00000280614,ENSG00000151014,NOCT
3246,9606.ENSP00000280665,ENSG00000151065,DCP1B
3247,9606.ENSP00000280684,ENSG00000151079,KCNA6
3248,9606.ENSP00000280700,ENSG00000151092,NGLY1
3249,9606.ENSP00000280701,ENSG00000151093,OXSM
3250,9606.ENSP00000280704,ENSG00000166796,LDHC
3251,9606.ENSP00000280706,ENSG00000166800,LDHAL6A
3252,9606.ENSP00000280772,ENSG00000151150,ANK3
3253,9606.ENSP00000280904,ENSG00000134755,DSC2
3254,9606.ENSP00000280979,ENSG00000151320,AKAP6
3255,9606.ENSP00000280987,ENSG00000151327,FAM177A1
3256,9606.ENSP00000281017,ENSG00000151353,TMEM18
3257,9606.ENSP00000281031,ENSG00000151366,NDUFC2
3258,9606.ENSP00000281038,ENSG00000137513,NARS2
3259,9606.ENSP00000281043,ENSG00000134323,MYCN
3260,9606.ENSP00000281087,ENSG00000151418,ATP6V1G3
3261,9606.ENSP00000281092,ENSG00000151422,FER
3262,9606.ENSP00000281141,ENSG00000151465,CDC123
3263,9606.ENSP00000281142,ENSG00000151466,SCLT1
3264,9606.ENSP00000281154,ENSG00000151475,SLC25A31
3265,9606.ENSP00000281156,ENSG00000112232,KHDRBS2
3266,9606.ENSP00000281171,ENSG00000151490,PTPRO
3267,9606.ENSP00000281172,ENSG00000151491,EPS8
3268,9606.ENSP00000281182,ENSG00000151498,ACAD8
3269,9606.ENSP00000281187,ENSG00000151502,VPS26B
3270,9606.ENSP00000281243,ENSG00000151552,QDPR
3271,9606.ENSP00000281273,ENSG00000151576,QTRT2
3272,9606.ENSP00000281317,ENSG00000151611,MMAA
3273,9606.ENSP00000281321,ENSG00000151615,POU4F2
3274,9606.ENSP00000281382,ENSG00000151665,PIGF
3275,9606.ENSP00000281419,ENSG00000151693,ASAP2
3276,9606.ENSP00000281453,ENSG00000151725,CENPU
3277,9606.ENSP00000281455,ENSG00000151726,ACSL1
3278,9606.ENSP00000281456,ENSG00000151729,SLC25A4
3279,9606.ENSP00000281474,ENSG00000151746,BICD1
3280,9606.ENSP00000281513,ENSG00000151779,NBAS
3281,9606.ENSP00000281537,ENSG00000104067,TJP1
3282,9606.ENSP00000281589,ENSG00000151846,PABPC3
3283,9606.ENSP00000281623,ENSG00000151876,FBXO4
3284,9606.ENSP00000281701,ENSG00000143748,NVL
3285,9606.ENSP00000281708,ENSG00000109670,FBXW7
3286,9606.ENSP00000281806,ENSG00000152034,MCHR2
3287,9606.ENSP00000281821,ENSG00000116106,EPHA4
3288,9606.ENSP00000281828,ENSG00000116120,FARSB
3289,9606.ENSP00000281830,ENSG00000152049,KCNE4
3290,9606.ENSP00000281834,ENSG00000117586,TNFSF4
3291,9606.ENSP00000281871,ENSG00000152082,MZT2B
3292,9606.ENSP00000281923,ENSG00000152127,MGAT5
3293,9606.ENSP00000281928,ENSG00000123066,MED13L
3294,9606.ENSP00000281938,ENSG00000152137,HSPB8
3295,9606.ENSP00000281950,ENSG00000152147,GEMIN6
3296,9606.ENSP00000282003,ENSG00000152193,RNF219
3297,9606.ENSP00000282007,ENSG00000123200,ZC3H13
3298,9606.ENSP00000282018,ENSG00000152207,CYSLTR2
3299,9606.ENSP00000282020,ENSG00000152208,GRID2
3300,9606.ENSP00000282030,ENSG00000152217,SETBP1
3301,9606.ENSP00000282032,ENSG00000152219,ARL14EP
3302,9606.ENSP00000282050,ENSG00000152234,ATP5A1
3303,9606.ENSP00000282058,ENSG00000152240,HAUS1
3304,9606.ENSP00000282059,,
3305,9606.ENSP00000282074,ENSG00000152253,SPC25
3306,9606.ENSP00000282077,ENSG00000152256,PDK1
3307,9606.ENSP00000282091,ENSG00000152266,PTH
3308,9606.ENSP00000282096,ENSG00000152270,PDE3B
3309,9606.ENSP00000282111,ENSG00000152284,TCF7L1
3310,9606.ENSP00000282141,ENSG00000163254,CRYGC
3311,9606.ENSP00000282185,ENSG00000152348,ATG10
3312,9606.ENSP00000282223,ENSG00000152377,SPOCK1
3313,9606.ENSP00000282276,ENSG00000247626,MARS2
3314,9606.ENSP00000282344,ENSG00000152484,USP12
3315,9606.ENSP00000282356,ENSG00000152495,CAMK4
3316,9606.ENSP00000282382,ENSG00000251201,TMED7-TICAM2
3317,9606.ENSP00000282397,ENSG00000102755,FLT1
3318,9606.ENSP00000282412,ENSG00000138032,PPM1B
3319,9606.ENSP00000282441,ENSG00000137693,YAP1
3320,9606.ENSP00000282478,ENSG00000152591,DSPP
3321,9606.ENSP00000282486,ENSG00000152601,MBNL1
3322,9606.ENSP00000282493,,
3323,9606.ENSP00000282499,ENSG00000152578,GRIA4
3324,9606.ENSP00000282516,ENSG00000164190,NIPBL
3325,9606.ENSP00000282541,ENSG00000152642,GPD1L
3326,9606.ENSP00000282549,ENSG00000115507,OTX1
3327,9606.ENSP00000282561,ENSG00000152661,GJA1
3328,9606.ENSP00000282572,ENSG00000152669,CCNO
3329,9606.ENSP00000282588,ENSG00000213949,ITGA1
3330,9606.ENSP00000282611,ENSG00000152705,CATSPER3
